"","business_id","name","longitude","latitude","city","review_count","category","averageSentimentScore","averageRating"
"607","9CqxDNPWlkJW1ZCM8Gu_nA","Aj's Purveyor of Fine Foods",-111.873,33.6222,"Scottsdale",59,"Grocery",5.80769230769231,3.80769230769231
"608","9CstkLhqS4fXT0VUgu60dA","Club SAR",-111.908,33.5012,"Scottsdale",20,"Fitness & Instruction",3.75,4.375
"609","9dopZKjYiKwPiw7kEQsEag","Down Under Wines & Bistro",-111.821,33.3359,"Gilbert",73,"Bars",4.96875,3.09375
"610","9dopZKjYiKwPiw7kEQsEag","Down Under Wines & Bistro",-111.821,33.3359,"Gilbert",73,"Nightlife",3.4375,3.09375
"611","9DsXB8T3UwBYiLPiLJJuNQ","Ernie's Restaurant & Bar",-111.924,33.5819,"Scottsdale",57,"Nightlife",2.07692307692308,3.73076923076923
"612","9DsXB8T3UwBYiLPiLJJuNQ","Ernie's Restaurant & Bar",-111.924,33.5819,"Scottsdale",57,"Bars",2.30769230769231,3.73076923076923
"613","9D_j_vqiEV0qUiM9IELy-A","Youfit Health Clubs",-111.926,33.4795,"Scottsdale",27,"Fitness & Instruction",3.30769230769231,3
"614","9e0xuwGcjpJJiVYYyRG00g","Fry's Food Stores of Arizona",-111.686,33.3804,"Mesa",5,"Grocery",2.75,2.5
"615","9e4-DYABr1mVEw85ErdBMw","Fry's Food Stores of Arizona Inc",-111.928,33.3187,"Chandler",4,"Grocery",3.5,2
"616","9f5WxUG_Vc-PzBmX6SeTew","Anasazi Internal Medicine",-111.999,33.6406,"Phoenix",3,"Doctors",0.25,3
"617","9FUtRtVBvvO--JLVGNgFbA","Surprise Family Urgent Care",-112.425,33.639,"Surprise",5,"Doctors",3,1.5
"618","9IhB1OUtfTdJyyuZvkt9pQ","Fuzzy's Southwest Sports Grill",-112.374,33.655,"Surprise",30,"Bars",1.21428571428571,2.57142857142857
"619","9IhB1OUtfTdJyyuZvkt9pQ","Fuzzy's Southwest Sports Grill",-112.374,33.655,"Surprise",30,"Nightlife",1.92857142857143,2.57142857142857
"620","9iLiMm3Z9nepRDu1AhgEoQ","Hyatt Place Phoenix Chandler-Fashion Center",-111.904,33.3048,"Chandler",13,"Hotels",3.7,4
"621","9JkAZsDK2d2ingb8Pjyp3Q","Semrad Sidney DO",-111.735,33.3811,"Mesa",4,"Doctors",9.25,1.5
"622","9kB0cI25-aD-bLvxxa4Qgw","Perfect Skin Laser Center",-111.929,33.4961,"Scottsdale",3,"Doctors",6,1
"623","9kue6njdYLYAr-ve65L0NA","Hampton Inn",-111.925,33.5771,"Scottsdale",8,"Hotels",5,3.2
"624","9KWa4gOWYmkzDJjwBlenUg","DC Ranch Village Health Club and Spa",-111.866,33.6562,"Scottsdale",30,"Fitness & Instruction",6,4.53846153846154
"625","9M2nNCD2X0wlgKE6dn1s3g","lululemon athletica",-111.929,33.4976,"Scottsdale",3,"Fitness & Instruction",3.75,5
"626","9MbT6gEbJoo0TrZS5CNcPw","Bashas' ",-111.923,33.8209,"Carefree",5,"Grocery",5.4,2.4
"627","9mfec4ySQpW8doGs3FUP2Q","Fairmont Scottsdale Princess",-111.917,33.6456,"Scottsdale",208,"Hotels",4.85632183908046,4.02298850574713
"628","9mpVVHcUfM3Ax1t08H79ng","Blissful Yoga Studio",-112.187,33.6625,"Glendale",9,"Fitness & Instruction",2.25,3.75
"629","9mQj65SmYj2pcehH339aEw","The Hidden House Cocktail Lounge",-112.082,33.4876,"Phoenix",56,"Bars",3.53571428571429,3.30952380952381
"630","9mQj65SmYj2pcehH339aEw","The Hidden House Cocktail Lounge",-112.082,33.4876,"Phoenix",56,"Nightlife",5.36904761904762,3.30952380952381
"631","9mQj65SmYj2pcehH339aEw","The Hidden House Cocktail Lounge",-112.082,33.4876,"Phoenix",56,"Dance Clubs",5.39285714285714,3.30952380952381
"632","9O-kcex_z7rVBQ8silpVXQ","Arcadia Radiology and Breast Center Ltd",-112.005,33.502,"Phoenix",4,"Doctors",1.5,1.5
"633","9ocsCdjsZuKuA2QAvAfrEA","The Little Bohemian",-111.883,33.6375,"Scottsdale",3,"Fitness & Instruction",1,5
"634","9OPheVf5o8sRcRHxJDl4-A","SideBar",-112.083,33.4653,"Phoenix",297,"Bars",3.64285714285714,4.16666666666667
"635","9OPheVf5o8sRcRHxJDl4-A","SideBar",-112.083,33.4653,"Phoenix",297,"Nightlife",5.29365079365079,4.16666666666667
"636","9P9MqY3VVUc63qJR2iWg5A","LA Fitness",-112.108,33.5574,"Phoenix",9,"Fitness & Instruction",4.125,2.75
"637","9pGs5hcA-13x5o97XcMt_g","Applebee's",-111.965,33.3486,"Tempe",27,"Bars",3.95,2.9
"638","9pGs5hcA-13x5o97XcMt_g","Applebee's",-111.965,33.3486,"Tempe",27,"Nightlife",7.3,2.9
"639","9quEu_e1r36ck3I-TuyFMQ","Hampton Inn Phoenix-Midtown-Downtown Area",-112.078,33.4824,"Phoenix",27,"Hotels",4.15789473684211,4.10526315789474
"640","9r5YLKGTdQz_Q29cBifePQ","British Open English Pub & Grill",-111.927,33.4634,"Scottsdale",78,"Bars",2.61940298507463,3.55223880597015
"641","9r5YLKGTdQz_Q29cBifePQ","British Open English Pub & Grill",-111.927,33.4634,"Scottsdale",78,"Nightlife",3.02238805970149,3.55223880597015
"642","9SKdOoDHcFoxK5ZtsgHJoA","Prankster's Too",-111.911,33.4802,"Scottsdale",73,"Nightlife",2.6865671641791,3.61194029850746
"643","9SKdOoDHcFoxK5ZtsgHJoA","Prankster's Too",-111.911,33.4802,"Scottsdale",73,"Bars",2.26865671641791,3.61194029850746
"644","9syGIeH7Xryqgp84ZnMjPA","Safeway",-112.141,33.7143,"Glendale",16,"Grocery",3.5,4.375
"645","9tSHBEoAhKu-tkU8n6SKjA","Los Dos Molinos",-111.857,33.4097,"Mesa",254,"Bars",3.81042654028436,3.86255924170616
"646","9tSHBEoAhKu-tkU8n6SKjA","Los Dos Molinos",-111.857,33.4097,"Mesa",254,"Nightlife",2.86729857819905,3.86255924170616
"647","9U7_UWXXJZOW14L0kAdCNA","Midnight Room at Mondrian Scottsdale",-111.924,33.4945,"Scottsdale",3,"Bars",2,5
"648","9U7_UWXXJZOW14L0kAdCNA","Midnight Room at Mondrian Scottsdale",-111.924,33.4945,"Scottsdale",3,"Nightlife",-1,5
"649","9Ul_dWsyDTImuE9sQ398Mg","Sun Valley Pediatric Urgent Care",-111.857,33.3204,"Chandler",14,"Doctors",5.66666666666667,5
"650","9UO40OsPTdXDl_hR2obOzg","Bruno Mali's Cafe & Gift",-112.082,33.4876,"Phoenix",4,"Bars",4,3.5
"651","9UO40OsPTdXDl_hR2obOzg","Bruno Mali's Cafe & Gift",-112.082,33.4876,"Phoenix",4,"Nightlife",3.25,3.5
"652","9wN4QpzsaMej_mI_5FIKlA","Scottsdale Chapter DBD",-111.903,33.4773,"Scottsdale",3,"Bars",1.5,3
"653","9wN4QpzsaMej_mI_5FIKlA","Scottsdale Chapter DBD",-111.903,33.4773,"Scottsdale",3,"Nightlife",3.5,3
"654","9ws6I-NGC-Yufk1VtGBshg","Scottsdale Urologic Surgeons",-111.883,33.5791,"Scottsdale",3,"Doctors",3.5,1
"655","9WYW_w-_CqvuCLClxFFaig","Papago Buttes Pediatric Center",-111.897,33.5557,"Scottsdale",11,"Doctors",3.6,4.2
"656","9xpYUYI4wbNA4XufvVfKzQ","Cornerstone Women's Care",-111.996,33.6253,"Phoenix",17,"Doctors",2.07142857142857,4.28571428571429
"657","9XY7omFCcsiw3cUj0j8ECg","Super Carniceria El Torito",-111.686,33.2118,"Queen Creek",8,"Grocery",1.875,4.75
"658","9YUe5J_cPCBo_mL7-z9HCQ","Canteen Modern Tequila Bar",-111.941,33.4241,"Tempe",232,"Bars",3.23762376237624,3.4950495049505
"659","9YUe5J_cPCBo_mL7-z9HCQ","Canteen Modern Tequila Bar",-111.941,33.4241,"Tempe",232,"Nightlife",3.99009900990099,3.4950495049505
"660","9ziO3NpoNTKHvIKCBFB_fQ","District American Kitchen and Wine Bar",-112.07,33.4516,"Phoenix",273,"Bars",3.67796610169492,3.5593220338983
"661","9ziO3NpoNTKHvIKCBFB_fQ","District American Kitchen and Wine Bar",-112.07,33.4516,"Phoenix",273,"Nightlife",3.97033898305085,3.5593220338983
"662","9zJiBcKFa4F5xYwRuR1Law","Fresh & Easy",-112.291,33.4784,"Avondale",13,"Grocery",2.16666666666667,4
"663","9zlpLPhXYwK_STi2u8DjxQ","Kramer E Lawrence, MD",-112.034,33.5064,"Phoenix",8,"Doctors",3,3.33333333333333
"664","a-U3SLb6j_M3AYzMAKwK_g","Super 8 Mesa / Gilbert",-111.79,33.3877,"Mesa",7,"Hotels",3,2
"665","a-XWQ4HyxJEctlowO8rXwQ","Arizona Orthopaedic Associates",-111.99,33.4555,"Phoenix",3,"Doctors",4,1
"666","A0hxl-YmCYYn0j-X614fQw","WalMart",-112.098,33.6376,"Phoenix",43,"Grocery",3.69444444444444,3.05555555555556
"667","a29I8gBwuIKOdNKwCYOxZA","Physix",-111.974,33.3131,"Phoenix",9,"Fitness & Instruction",1.66666666666667,3.66666666666667
"668","a3uefOLQZyxJQQDGtHhO2g","Albertsons-Osco",-111.977,33.5619,"Paradise Valley",7,"Grocery",2.2,4
"669","A3xyx-Y_-t3TwBD9E--Zzw","Patties",-111.926,33.4944,"Scottsdale",111,"Bars",2.95652173913043,3.6304347826087
"670","A3xyx-Y_-t3TwBD9E--Zzw","Patties",-111.926,33.4944,"Scottsdale",111,"Nightlife",2.30434782608696,3.6304347826087
"671","A4hIVUS7AsOFXbHxqDuKnQ","Fry's Marketplace",-112.204,33.5251,"Glendale",6,"Grocery",4,2.66666666666667
"672","A4Jpwipg_Tj9X_BSe2PYFQ","Ramada Peoria",-112.252,33.5908,"Peoria",19,"Hotels",2.28571428571429,1.85714285714286
"673","A5cTCWZ2qv611Z7EQH7uMQ","LA Fitness",-111.804,33.4237,"Mesa",16,"Fitness & Instruction",4.42857142857143,3.42857142857143
"674","a6VRip3_uMe67A6KP3-gBg","KoKo FitClub",-112.047,33.5368,"Phoenix",7,"Fitness & Instruction",0.5,4
"675","A7i1ZjWVZU-wkonMZXgMQg","Planned Parenthood Arizona Northeast Phoenix Health Center",-112.014,33.6099,"Phoenix",3,"Doctors",4,2
"676","a7OF5WBirAFlVH7Xp1885g","Safeway",-111.979,33.4947,"Phoenix",16,"Grocery",2.9,3.4
"677","A8Khz3eeqIFFGaXurg3hxw","Rusty Spur Saloon",-111.925,33.493,"Scottsdale",107,"Bars",2.30978260869565,3.97826086956522
"678","A8Khz3eeqIFFGaXurg3hxw","Rusty Spur Saloon",-111.925,33.493,"Scottsdale",107,"Nightlife",3.58152173913043,3.97826086956522
"679","a9Wk44qJLWoJQT-_H8MB-w","Pesto's Pizza & Wine Bar",-111.876,33.3217,"Chandler",113,"Bars",6.51162790697674,4.06976744186047
"680","a9Wk44qJLWoJQT-_H8MB-w","Pesto's Pizza & Wine Bar",-111.876,33.3217,"Chandler",113,"Nightlife",5.97674418604651,4.06976744186047
"681","aAaDsYhHrLaEXf-nLy-dsw","Karaoke Now Rental & Sales",-112.1,33.552,"Phoenix",5,"Nightlife",4.25,4.5
"682","aaaL5ChxDKrWPgtdebRG7Q","Red Roof Inn",-111.97,33.3029,"Chandler",3,"Hotels",4,2
"683","aAT0pOzfXZB-MGUGX1SLnQ","Motel 6",-111.961,33.4093,"Tempe",7,"Hotels",6.875,1.5
"684","AaTC0a1gQ8Q6VJ6HQLYllg","Madi G's",-111.978,33.3318,"Phoenix",5,"Bars",6.5,3
"685","AaTC0a1gQ8Q6VJ6HQLYllg","Madi G's",-111.978,33.3318,"Phoenix",5,"Nightlife",4.75,3
"686","AaYHMYoeOt-5nN32vTA_Dg","Suede",-111.923,33.5013,"Scottsdale",29,"Bars",5.88636363636364,2.54545454545455
"687","AaYHMYoeOt-5nN32vTA_Dg","Suede",-111.923,33.5013,"Scottsdale",29,"Dance Clubs",5.90909090909091,2.54545454545455
"688","AaYHMYoeOt-5nN32vTA_Dg","Suede",-111.923,33.5013,"Scottsdale",29,"Nightlife",3.84090909090909,2.54545454545455
"689","ABDl4FnMRLeSUneGh5nDLw","Fry's Marketplace",-111.723,33.2326,"Gilbert",21,"Grocery",5.6,4
"690","ABUqetCAtUcDLHWhpsSL3g","Holiday Inn Express PEORIA NORTH - GLENDALE",-112.241,33.636,"Peoria",10,"Hotels",4,3
"691","aBXTS-VR3cycANW6qpPu2g","Bashas'",-112.341,33.5104,"Litchfield Park",7,"Grocery",-0.5,2
"692","acpeqj-OAIlGA5S8Mp34Hg","REACT Defense Systems/Krav Maga of Phoenix",-112.026,33.6773,"Phoenix",9,"Fitness & Instruction",0.4,4.2
"693","aDBT5MB0L2JCUo3kqgFRJw","Karsen's Grill",-111.925,33.4924,"Scottsdale",72,"Bars",5.22413793103448,4.27586206896552
"694","aDBT5MB0L2JCUo3kqgFRJw","Karsen's Grill",-111.925,33.4924,"Scottsdale",72,"Nightlife",5.31034482758621,4.27586206896552
"695","aDJdR2lvWH1RLBIKQ_bFOA","Studios 806",-112.064,33.5095,"Phoenix",3,"Fitness & Instruction",7,5
"696","aDnykmvhIUc0adz4TCz_qA","Arizona Wellness Center for Women",-111.999,33.6385,"Phoenix",11,"Doctors",3.25,4
"697","ADWYOcE1GCVcyF97OUkaGg","Red Owl Sports Grill",-111.893,33.4214,"Tempe",6,"Bars",2.75,4.5
"698","ADWYOcE1GCVcyF97OUkaGg","Red Owl Sports Grill",-111.893,33.4214,"Tempe",6,"Nightlife",8.5,4.5
"699","Ae3iqemToxFcCC2h_qDooA","Extended Stay America - Phoenix - Metro",-112.116,33.5883,"Phoenix",8,"Hotels",5.66666666666667,4
"700","ae4iqvf4pCRd5axcBbKCJQ","Az-Tech Radiology & Open Mri",-111.702,33.3952,"Mesa",3,"Doctors",4,5
"701","AeMfb2FtQNnPXE9n92MDww","Coach & Willie's",-111.841,33.302,"Chandler",121,"Bars",5.46808510638298,3.19148936170213
"702","AeMfb2FtQNnPXE9n92MDww","Coach & Willie's",-111.841,33.302,"Chandler",121,"Nightlife",5.95744680851064,3.19148936170213
"703","AErUVAX4z6Zi0rIMD1IFKA","Dee Munsterman Colon Hydrotherapy LLC",-111.945,33.3349,"Tempe",6,"Doctors",7.5,5
"704","AffD8LJ--KrlIoKb8p4AJg","Christine Harter MD PC",-112.122,33.6765,"Phoenix",4,"Doctors",3.5,1
"705","aFoZsFzsBRqO49r31UDoHw","Precision Mixed Martial Arts",-111.79,33.4521,"Mesa",4,"Fitness & Instruction",4.75,5
"706","AFx48YCp7n7dn-AXp71zAw","Tapino Kitchen & Wine Bar",-111.93,33.5826,"Scottsdale",32,"Bars",4.4375,4
"707","AFx48YCp7n7dn-AXp71zAw","Tapino Kitchen & Wine Bar",-111.93,33.5826,"Scottsdale",32,"Nightlife",5.5,4
"708","Ah2MGj42bsOSqmMaDsB0wA","Tatum Highlands Medical Associates",-111.978,33.7253,"Phoenix",5,"Doctors",4.66666666666667,3.33333333333333
"709","AhAU7Adweja-ouE9rGNPdQ","El Super No. 22",-112.015,33.4814,"Phoenix",12,"Grocery",3.2,3.6
"710","AhjSzNFGdJZG5J0oF2Voag","Chez Nous Cocktail Lounge Inc",-112.083,33.4949,"Phoenix",12,"Nightlife",7.15,4.7
"711","aHUsXcN8_NzQ-B1ryPuFOw","Warner Family Practice",-111.891,33.3339,"Chandler",23,"Doctors",4.83333333333333,2.16666666666667
"712","aI9jpMHlifqBGwca2pK20Q","BEST WESTERN Inn Of Chandler",-111.842,33.32,"Chandler",5,"Hotels",7.5,3.4
"713","aiFo19hI2ulx47oMdjuqfw","Rodehouse Restaurant",-112.029,33.4253,"Phoenix",12,"Bars",5.9,3.2
"714","aiFo19hI2ulx47oMdjuqfw","Rodehouse Restaurant",-112.029,33.4253,"Phoenix",12,"Nightlife",6.6,3.2
"715","AIr3Xtgsm9BHQs1_IM_ppA","America's Best Contacts & Eyeglasses",-111.862,33.3921,"Mesa",15,"Doctors",4.78571428571429,2.71428571428571
"716","AjfyXdqLCgYucyszs7eovg","Mercado Plaza Del Sol",-111.842,33.3124,"Chandler",3,"Grocery",8.16666666666667,3.66666666666667
"717","AKafsnCBWsk8sfG3dE-R5Q","24 Hour Fitness",-111.895,33.3773,"Tempe",33,"Fitness & Instruction",4.75,3.20833333333333
"718","aKm3gRYlHtl5LysdGi-mag","Basha's",-112.084,33.4868,"Phoenix",10,"Grocery",-0.125,3.75
"719","al3KlCKbJ8mimbD4TNG2Ng","Terry Simpson, MD",-111.882,33.6372,"Scottsdale",5,"Doctors",2.2,4.2
"720","ALbS_4vPGo-X9V6lRDH1sQ","Cactus Foot & Ankle DPM",-111.873,33.2987,"Chandler",6,"Doctors",5.33333333333333,5
"721","aleuKjKh-A0vI5kkEvMQzg","Life Time Fitness",-111.783,33.3343,"Gilbert",61,"Fitness & Instruction",4.19642857142857,4.32142857142857
"722","ALlmKKpKYM6waOC7IX_l_w","Ultimate Body Boot Camp",-111.927,33.4718,"Scottsdale",14,"Fitness & Instruction",5.42857142857143,4.57142857142857
"723","ALlSeYcEMfRX9pY05gi5cw","Endocrinology Associates",-111.859,33.307,"Chandler",11,"Doctors",5,3
"724","aLt9Dszij1ggPT_d8cOK8A","Arrowhead Dermatology PC",-112.226,33.6808,"Peoria",11,"Doctors",6.375,1.25
"725","AlvsPQC2TortGg90Ws8Xmg","Fry's Food Store",-111.756,33.3372,"Gilbert",3,"Grocery",-6,4
"726","alZ0yZQS8WrKDrBFli_jzQ","Body Focus Fitness & Performance",-111.922,33.3361,"Tempe",3,"Fitness & Instruction",11,5
"727","Amb0K1vG3C3lY0FWmQHUWw","Desert Shores Pediatrics",-111.857,33.2328,"Chandler",4,"Doctors",2,5
"728","AmrJkhuLdS_3_GQKj01WAg","Arcadia Dermatology",-111.924,33.4867,"Scottsdale",6,"Doctors",1.5,3.5
"729","AMwr-IwwaamJ2l3Z8yce6Q","Zipps Sports Grill",-111.785,33.3352,"Gilbert",94,"Bars",3.53409090909091,3.22727272727273
"730","AMwr-IwwaamJ2l3Z8yce6Q","Zipps Sports Grill",-111.785,33.3352,"Gilbert",94,"Nightlife",4.07954545454545,3.22727272727273
"731","AnqXhbdkHHimMBR3UMS1Jw","Homewood Suites",-112.038,33.5051,"Phoenix",16,"Hotels",5.16666666666667,4
"732","anXG4DNKW170mOdR95-A0g","Eurorhythm Dance Studio LLC",-111.897,33.6228,"Scottsdale",3,"Fitness & Instruction",2,5
"733","AN_E1XKoXp05qP8_brlvtQ","Up In Smoke Hookah Lounge",-112.1,33.4885,"Phoenix",3,"Bars",0.5,4.5
"734","AN_E1XKoXp05qP8_brlvtQ","Up In Smoke Hookah Lounge",-112.1,33.4885,"Phoenix",3,"Nightlife",3,4.5
"735","AoJUauqYx9rjBPouocdFjg","Jimbo's Bar & Grill",-112.169,33.597,"Glendale",37,"Bars",5.25,3.78571428571429
"736","AoJUauqYx9rjBPouocdFjg","Jimbo's Bar & Grill",-112.169,33.597,"Glendale",37,"Nightlife",5.14285714285714,3.78571428571429
"737","aOKnPxpHyeGjU9CeFYmycw","Anytime Fitness",-112.341,33.6106,"El Mirage",3,"Fitness & Instruction",3.75,4.5
"738","aOtx6bMU5M-Q_cNxhB0wYw","Southwest Women's Care",-111.997,33.296,"Phoenix",9,"Doctors",4.9,3.6
"739","apCfJVnRyaw6oVUBKujpUQ","La Tolteca Mexican Foods",-112.056,33.4511,"Phoenix",159,"Grocery",4.72535211267606,3.97183098591549
"740","ApiWDI_jnGdRJb0D8im7FA","LA Fitness",-112.235,33.6468,"Glendale",13,"Fitness & Instruction",5.5,4
"741","aqoRViIivCPW4uOlyBvuWQ","WineStyles",-112.271,33.5515,"Peoria",5,"Bars",2.33333333333333,3
"742","aqoRViIivCPW4uOlyBvuWQ","WineStyles",-112.271,33.5515,"Peoria",5,"Nightlife",2,3
"743","ArJEYF1XE5QbuVQVUGjv9g","Budget Loge Downtown",-112.079,33.4518,"Phoenix",14,"Hotels",6,3.25
"744","aRkYtXfmEKYG-eTDf_qUsw","Lux",-112.074,33.5006,"Phoenix",956,"Bars",4.64974293059126,4.29562982005141
"745","aRkYtXfmEKYG-eTDf_qUsw","Lux",-112.074,33.5006,"Phoenix",956,"Nightlife",4.01349614395887,4.29562982005141
"746","aRuBtWAPSpg7c7IuoEnlYA","Karve Studio Gilbert",-111.72,33.3662,"Gilbert",8,"Fitness & Instruction",2.25,5
"747","aS3B7B2CgaJMJ4kJ2RtxBw","The Woodshed",-111.94,33.3782,"Tempe",21,"Bars",1.26470588235294,3.88235294117647
"748","aS3B7B2CgaJMJ4kJ2RtxBw","The Woodshed",-111.94,33.3782,"Tempe",21,"Nightlife",2.23529411764706,3.88235294117647
"749","As7RemQnYJskIBPWUh3MIg","Ain't Nobody's Bizness",-112.016,33.4952,"Phoenix",3,"Nightlife",3.5,4
"750","As7RemQnYJskIBPWUh3MIg","Ain't Nobody's Bizness",-112.016,33.4952,"Phoenix",3,"Dance Clubs",1.5,4
"751","AsTnV3G74QOeaxhZilLy0Q","LensCrafters",-111.965,33.6759,"Phoenix",8,"Doctors",5.5,2.25
"752","asvnt2spazaoNd8Hs1jdEw","Pecos Lounge",-111.841,33.2918,"Chandler",3,"Nightlife",1.66666666666667,2.33333333333333
"753","At3-UbbYlmBAXYt1edegrQ","Fine's Cellar",-111.929,33.4976,"Scottsdale",18,"Bars",3.11111111111111,3.33333333333333
"754","At3-UbbYlmBAXYt1edegrQ","Fine's Cellar",-111.929,33.4976,"Scottsdale",18,"Nightlife",3.55555555555556,3.33333333333333
"755","ATk3ShTVfXD35kfMELPH7Q","Kajukenbo Arizona",-111.89,33.3791,"Mesa",5,"Fitness & Instruction",4,5
"756","aToxIssFRGDGsTV4yJ9qbg","Bourbon Street",-112.019,33.4801,"Phoenix",29,"Nightlife",4.18181818181818,3.72727272727273
"757","aTuj5eDcvUpkDI5V00v5GA","Hawthorn Suites By Wyndham Tempe",-111.89,33.3927,"Tempe",5,"Hotels",3.83333333333333,2
"758","AuMz7XGkjLcIUurp_AD51w","The Rock",-112.083,33.4957,"Phoenix",37,"Bars",2.64285714285714,3.5
"759","AuMz7XGkjLcIUurp_AD51w","The Rock",-112.083,33.4957,"Phoenix",37,"Nightlife",3.71428571428571,3.5
"760","AV5UNITA65DSNqYr_mhtbw","FastMed Urgent Care",-111.891,33.3203,"Chandler",13,"Doctors",4.28571428571429,4
"761","Avg7PU8_DBm0KfJ2t2lTzw","Red Roof Inn",-112.174,33.464,"Phoenix",23,"Hotels",4.16666666666667,3.44444444444444
"762","AvM73Oq24xexLCmViZe7Og","Dick's Cabaret",-112.028,33.4662,"Phoenix",5,"Nightlife",4.66666666666667,4
"763","avvNnkpGpGIS-2CClsduXA","Rimrock Bar & Grille",-111.981,33.4251,"Phoenix",13,"Bars",2,3
"764","avvNnkpGpGIS-2CClsduXA","Rimrock Bar & Grille",-111.981,33.4251,"Phoenix",13,"Nightlife",4.91666666666667,3
"765","Ax11wyp-FudujeU9nejQbw","Phoenix Public Market",-112.074,33.4563,"Phoenix",62,"Grocery",3.3448275862069,3.89655172413793
"766","axNlxFkTSFqivM_k36k0BA","Chaser's Nightclub",-111.908,33.4577,"Scottsdale",16,"Bars",3.75,3.5
"767","axNlxFkTSFqivM_k36k0BA","Chaser's Nightclub",-111.908,33.4577,"Scottsdale",16,"Nightlife",2.25,3.5
"768","AxyWLgtC_MR8Y8i8YqtWHg","E4",-111.924,33.4982,"Scottsdale",18,"Bars",5.05555555555556,2.44444444444444
"769","AxyWLgtC_MR8Y8i8YqtWHg","E4",-111.924,33.4982,"Scottsdale",18,"Nightlife",3.66666666666667,2.44444444444444
"770","AxyWLgtC_MR8Y8i8YqtWHg","E4",-111.924,33.4982,"Scottsdale",18,"Dance Clubs",3.66666666666667,2.44444444444444
"771","ayGGbc1wcqoI273epicUgA","Hooters",-111.857,33.3835,"Mesa",30,"Bars",4.30769230769231,3.23076923076923
"772","ayGGbc1wcqoI273epicUgA","Hooters",-111.857,33.3835,"Mesa",30,"Nightlife",4.23076923076923,3.23076923076923
"773","AYPTLvxlCw2euajnglksTA","JD's Lounge",-111.969,33.5451,"Scottsdale",12,"Bars",4.5,3.33333333333333
"774","AYPTLvxlCw2euajnglksTA","JD's Lounge",-111.969,33.5451,"Scottsdale",12,"Nightlife",4.66666666666667,3.33333333333333
"775","AyvkngCu82YwFjtzH3bokQ","Homestead Studio Suites",-111.874,33.3827,"Mesa",9,"Hotels",2.5,2.33333333333333
"776","AyvyWENKpPBOFnFFkZuAyQ","Pinnacle Peak General Store",-111.893,33.6991,"Scottsdale",39,"Grocery",3.57575757575758,3.84848484848485
"777","AzAhKj7lp3_c46BlWWGGRQ","LensCrafters",-111.743,33.3105,"Gilbert",17,"Doctors",0.625,2.375
"778","aZFihxH7QGWeIXw8uw_xDg","Hooters",-112.221,33.4792,"Phoenix",19,"Bars",5.75,2.125
"779","aZFihxH7QGWeIXw8uw_xDg","Hooters",-112.221,33.4792,"Phoenix",19,"Nightlife",4.625,2.125
"780","azpyEjBfx32kl4MMuxrmpw","The Trunk Space",-112.092,33.4592,"Phoenix",25,"Nightlife",2.35714285714286,4
"781","a_tQn2Kd_ocH5SFEzPIkKw","Capoeira Brasil Tempe",-111.927,33.3637,"Tempe",5,"Fitness & Instruction",1.33333333333333,5
"782","b-rVzh2NtjsqL7JJ_dDf0Q","Travelodge Scottsdale AZ",-111.932,33.4959,"Scottsdale",8,"Hotels",1.75,1.75
"783","b0Vl_aDUAsUX9kvoG9imIA","Brenda LaTowsky, MD",-111.92,33.6706,"Scottsdale",11,"Doctors",5.25,3.75
"784","b0XSFuuhNZ70-x6ikR3C5A","Albertsons",-112.029,33.6535,"Phoenix",10,"Grocery",2.6,2.2
"785","b1d8nKDgizi3K8Jw6llksw","Fry's Food Stores of Arizona",-111.924,33.3939,"Tempe",16,"Grocery",2.85714285714286,3
"786","B30hnkwVSxvtem09QLgHiw","Radisson Hotel Phoenix City Center",-112.077,33.4884,"Phoenix",19,"Hotels",1.38888888888889,2.88888888888889
"787","b4AixXXZenN1776yDI8BQg","D's Market",-111.918,33.4903,"Scottsdale",5,"Grocery",3.7,3.8
"788","b5cEoKR8iQliq-yT2_O0LQ","Carlsbad Tavern",-111.909,33.4868,"Scottsdale",465,"Nightlife",4.98997493734336,3.80451127819549
"789","b5cEoKR8iQliq-yT2_O0LQ","Carlsbad Tavern",-111.909,33.4868,"Scottsdale",465,"Bars",4.56641604010025,3.80451127819549
"790","B6DUg2krZFY3fCECiL_xvQ","The Harp",-111.757,33.3837,"Mesa",112,"Bars",6.44444444444444,3.03703703703704
"791","B6DUg2krZFY3fCECiL_xvQ","The Harp",-111.757,33.3837,"Mesa",112,"Nightlife",7.22222222222222,3.03703703703704
"792","b6T5YqMhFyOrPJNm-xRhSA","Canyon Sports, Fitness, and Physical Therapy",-112.424,33.64,"Surprise",3,"Fitness & Instruction",6.75,3
"793","b78Cnqgeb4GoHqPobBXsjw","Life Time Athletic",-111.933,33.6525,"Phoenix",88,"Fitness & Instruction",5.65151515151515,3.57575757575758
"794","b7bZPWK2jmFVk-ql7P_C5w","John J Corey, MD",-111.883,33.5791,"Scottsdale",6,"Doctors",1.5,5
"795","b7p78G9wl-rdJMjYl32hDw","Darrin Saikley, MD",-112.405,33.3602,"Goodyear",3,"Doctors",5.25,3
"796","baD0UGq57MLZ-vLFzyHF_g","James D Loo, MD",-111.876,33.2965,"Chandler",5,"Doctors",1.5,5
"797","BB0aw3kk1r60yTU2O51Ysg","SuperTarget",-111.786,33.2789,"Gilbert",14,"Grocery",6.66666666666667,4.33333333333333
