"","business_id","name","longitude","latitude","city","review_count","averageSentimentScore","averageRating"
"209","7_fkHRNNHSFVP0pQCWm4yQ","Max & Ted's 480",-111.842,33.3112,"Chandler",10,2,3.875
"210","xkiVHfXb0QsuXp8HRzWWGw","First Round Draft",-111.824,33.3364,"Gilbert",27,3.47826086956522,2.47826086956522
"211","Ps6qpHmBDs5LFEOnDTSFVw","Buffalo Wild Wings",-111.822,33.3494,"Gilbert",50,3.30434782608696,3.06521739130435
"212","-6O53B-ksqSKzWM6Y9moEQ","Mesquite Grill and Sports Bar",-111.832,33.3783,"Gilbert",16,2.33333333333333,3.6
"213","cPqDrBq3tL0dCinRFV02Pw","Applebee's",-111.808,33.336,"Gilbert",18,2.125,2.75
"214","0wK--zW6Bgqgvnob8Qc77g","Famous Sam's",-111.805,33.3215,"Gilbert",29,3.31034482758621,3.51724137931034
"215","ihquMwE0LfLtRILg-7b-NA","Crown Room",-111.921,33.5014,"Scottsdale",24,3.54166666666667,4.04166666666667
"216","xWlCgISVtozxCztPA4nGaQ","Dos Gringos",-111.928,33.497,"Scottsdale",218,2.89010989010989,3.43956043956044
"217","SjFl_V6BTGkmv4tbub-AVw","Mickey's Hangover",-111.925,33.4987,"Scottsdale",50,2.04255319148936,3.27659574468085
"218","A8Khz3eeqIFFGaXurg3hxw","Rusty Spur Saloon",-111.925,33.493,"Scottsdale",107,2.96739130434783,3.97826086956522
"219","kfveMaYeaqGVNHPitT4O9w","Pita House",-111.926,33.4943,"Scottsdale",95,3.64473684210526,3.19736842105263
"220","AaYHMYoeOt-5nN32vTA_Dg","Suede",-111.923,33.5013,"Scottsdale",29,2.36363636363636,2.54545454545455
"221","fjAQGf-iJlVjD2vizzuORQ","Giligins",-111.925,33.4982,"Scottsdale",179,1.51948051948052,3.16233766233766
"222","MGl3I2GX_hxrton3XoZKrA","Billet Bar",-111.926,33.4916,"Scottsdale",9,2.14285714285714,3
"223","24V8QQWO6VaVggHdxjQQ_A","Arcadia Farms Cafe",-111.93,33.4942,"Scottsdale",286,5.93032786885246,3.93032786885246
"224","ssmiBFaHbH_k97GsuQCOIw","Furio",-111.926,33.4915,"Scottsdale",40,4.84848484848485,4.03030303030303
"225","P5uC-zfGG6yqoQDUyqyAvg","Kazimierz World Wine Bar",-111.927,33.4995,"Scottsdale",333,4.72302158273381,3.95323741007194
"226","mxrXVZWc6PWk81gvOVNOUw","Roaring Fork",-111.927,33.5087,"Scottsdale",514,5.85416666666667,4.11342592592593
"227","3g2ofV7mhEoPyfF7vFMObA","Mulligan's",-111.924,33.4997,"Scottsdale",31,0.96551724137931,3.06896551724138
"228","sYZt3f1YFlg0ycDMyO-vJw","The Blue Moose",-111.924,33.4922,"Scottsdale",52,3.89130434782609,3.5
"229","o4DsvwwD2kIbF-EM4r9G8A","Drift Lounge",-111.92,33.4999,"Scottsdale",57,4.35416666666667,3.5
"230","1mhywrdsgdqJM3OGZIpVtA","Martini Ranch",-111.924,33.4994,"Scottsdale",133,2.95145631067961,3.47572815533981
"231","b5cEoKR8iQliq-yT2_O0LQ","Carlsbad Tavern",-111.909,33.4868,"Scottsdale",465,4.98496240601504,3.80451127819549
"232","hGQsnkndreW7b26XC2HVRA","Zipp's Sports Grill",-111.918,33.502,"Scottsdale",185,4.20125786163522,3.50943396226415
"233","9SKdOoDHcFoxK5ZtsgHJoA","Prankster's Too",-111.911,33.4802,"Scottsdale",73,3.70149253731343,3.61194029850746
"234","cjjZt2oOkk0F152RkQMfQw","Coach House",-111.93,33.4946,"Scottsdale",168,2.82758620689655,4.19310344827586
"235","j0h1Mb3gwknnqR9kFH8tWA","Acme Bar & Grill",-111.927,33.4976,"Scottsdale",11,1.09090909090909,2
"236","aDBT5MB0L2JCUo3kqgFRJw","Karsen's Grill",-111.925,33.4924,"Scottsdale",72,4.98275862068965,4.27586206896552
"237","679pJn1KyKr2X8NcQNyMzA","TT Roadhouse",-111.935,33.4808,"Scottsdale",65,3.28846153846154,4.09615384615385
"238","5ttO7shA52dEPXIotAUY3g","Anderson's Fifth Estate",-111.933,33.4956,"Scottsdale",12,1.3,2.8
"239","ksOGKaLTEn6NSDgTXb039Q","Chances",-111.918,33.4987,"Scottsdale",19,2.4375,3.0625
"240","T1EfT96sCrn_UUWQMhzB5w","Dirty Dogg Saloon",-111.926,33.5811,"Scottsdale",58,2.97959183673469,3.61224489795918
"241","-3xbryp44xhpN4BohxXDdQ","The Keg Steakhouse + Bar",-111.976,33.6753,"Phoenix",143,4.62698412698413,3.91269841269841
"242","DKk7lb0bVCVoDChyptrOog","Terroir Wine Pub",-111.924,33.5392,"Scottsdale",63,5.48780487804878,4.17073170731707
"243","2JZv-P1lDKOPKvefQlYDEQ","Village Tavern",-111.925,33.5662,"Scottsdale",141,5.4695652173913,3.81739130434783
"244","9r5YLKGTdQz_Q29cBifePQ","British Open English Pub & Grill",-111.927,33.4634,"Scottsdale",78,4.71641791044776,3.55223880597015
"245","raaxDfFSCsqpJVSo2LAC2w","Playa Bar the",-111.9,33.4664,"Scottsdale",4,4,2
"246","0zHHvaVxvR5BpFXECvNNFQ","El Dorado Bar and Grill",-111.896,33.4662,"Scottsdale",22,4.05,4.05
"247","eA-qHFglOMhHwXcnHBRpNg","Flicka's Baja Cantina",-111.926,33.47,"Scottsdale",46,4.25641025641026,3.48717948717949
"248","iolKKrnT8mVN-r3TzLI9Tg","The Longshot Bar & Grill",-111.92,33.4662,"Scottsdale",4,3.75,2.5
"249","yW4XOMS4biiSXOwkbZ6wpA","Rogue Bar",-111.926,33.4533,"Scottsdale",67,1.18333333333333,3.51666666666667
"250","dLIoHdn_lPiA1UC9sLqugw","On the Rocks",-111.925,33.4753,"Scottsdale",3,0.5,3
"251","RvrwLdirQ5w27dk3qkX2JA","The Dirty Drummer",-111.927,33.4788,"Scottsdale",14,4,3.75
"252","jEWfxxA_kjeJE_Z_ku3zLA","RA Sushi Bar Restaurant",-111.94,33.4262,"Tempe",231,3.26455026455026,2.76719576719577
"253","JokKtdXU7zXHcr20Lrk29A","Four Peaks Brewing Co",-111.916,33.4196,"Tempe",1241,5.37894736842105,4.33397129186603
"254","TzImzfIWkZTnetKl2a4-SQ","Gordon Biersch Brewery Restaurant",-111.94,33.4257,"Tempe",208,3.79545454545455,3.32386363636364
"255","G3zvxtzN46-rfTTqwfhqLg","Maloney's On Campus",-111.924,33.4213,"Tempe",8,1,2.5
"256","YPjYXym_ELaoo8c2cdVPBA","Library Bar & Grill",-111.94,33.4253,"Tempe",39,1.3448275862069,3
"257","L2J3JfjXZLnX1rLhWKthqA","Rula Bula",-111.94,33.4264,"Tempe",333,4.62730627306273,3.64206642066421
"258","XyE2QzPQjhvMXpSyw5Kvog","Philly's Sports Bar & Grill",-111.927,33.4497,"Tempe",69,5.14754098360656,3.83606557377049
"259","G7Q0Tm2XBI5rqd5wyUc0jg","Mill Cue Club",-111.94,33.4239,"Tempe",81,1.93650793650794,3.36507936507937
"260","MnHlTUSAPev7YRbdZDv5ew","Red Sea Hookah Lounge",-111.925,33.4211,"Tempe",27,3.6,3.84
"261","i8Kf3Mkp1Ln-6IyF_CEFdA","Big Fish Pub",-111.903,33.4225,"Tempe",13,1.63636363636364,3.54545454545455
"262","5BXNeSwzOy1nhU9PtCHvIw","Stray Cat Bar & Grill",-111.886,33.4216,"Tempe",33,4.26666666666667,3.56666666666667
"263","-O7H5LhBkE13VQZB0QZI0Q","Fat Tuesday",-111.94,33.424,"Tempe",99,1.1304347826087,3.01086956521739
"264","6cP98Gw5ewNPd9moSh5Pkg","Margarita Rocks",-111.941,33.4266,"Tempe",30,1.03703703703704,2.55555555555556
"265","yi5pFL1xhnMUH0BZb8xNUw","Trailer Park Restaurant",-111.923,33.4204,"Tempe",27,1.78260869565217,3.26086956521739
"266","2ceeU8e3nZjaPfGmLwh4kg","Casey Moore's Oyster House",-111.943,33.4209,"Tempe",471,3.65671641791045,3.89303482587065
"267","4IiZ8S7xViflVR9Fo4SGpw","The Derby Grill & Pub",-111.928,33.3629,"Tempe",3,5,2
"268","n2obEkXP7e3QCNkYXcO3Cg","Baseline Sports Bar",-111.937,33.3778,"Tempe",30,2.93103448275862,2.96551724137931
"269","aS3B7B2CgaJMJ4kJ2RtxBw","The Woodshed",-111.94,33.3782,"Tempe",21,4.23529411764706,3.88235294117647
"270","fvQJ9iwsdCZyWkKmrmP53Q","Hooper's Pub",-112.17,33.5531,"Glendale",6,3.83333333333333,3.33333333333333
"271","PLSEnkN4XybG_6qJi0R27w","Max's Restaurant & Sports Bar",-112.159,33.5353,"Glendale",26,1.81818181818182,3.13636363636364
"272","u36r5QRRwvFQGBblrMxDlA","Lighthouse Sports Bar",-112.325,33.4931,"Avondale",9,1.28571428571429,1.42857142857143
"273","pG1_llTQIrd5NRc_acQMKQ","Satisfied Frog",-111.933,33.83,"Cave Creek",10,1.875,2.875
"274","sKmclh-d2gJkzVVbLdTgtQ","The Spurr Lounge",-112.178,33.3772,"Laveen",14,3.41666666666667,4
"275","0SI_lD1xTb6hUqpruo6ovw","Gallagher's Food & Fun",-112.204,33.5827,"Peoria",14,1.35714285714286,3.5
"276","rhN7xg5XzvRKvdAXE9lBtA","Q Bar and Grill",-112.203,33.5681,"Peoria",22,2.88888888888889,3.55555555555556
"277","NPDwKpXSVToTXVMqNq6KBA","Marino's Cocktail Lounge",-112.201,33.5822,"Glendale",5,2,2.33333333333333
"278","VuZrFTCPyairmiB_c3WUnQ","Neighbors",-112.221,33.582,"Peoria",5,3.6,3.2
"279","gak2GGkgucTsnsbEanCb9A","Enoch's Sports Lounge",-112.204,33.5827,"Peoria",12,1.55555555555556,3.11111111111111
"280","cexR4j7jfgnTMbbb_YEDWg","Deli Sports Bar",-112.266,33.5799,"Peoria",14,2.76923076923077,4.46153846153846
"281","jQt1xMibtitBczJN6LXT1Q","Amsterdam",-112.074,33.4562,"Phoenix",98,3.6375,3.6375
"282","cN6aBxe2mQvrQlzk26LyRQ","Durant's",-112.073,33.4772,"Phoenix",460,5.57105263157895,4.16052631578947
"283","aRkYtXfmEKYG-eTDf_qUsw","Lux",-112.074,33.5006,"Phoenix",956,4.67480719794345,4.29562982005141
"284","9tSHBEoAhKu-tkU8n6SKjA","Los Dos Molinos",-111.857,33.4097,"Mesa",254,3.88625592417062,3.86255924170616
"285","7xbTnoyaai4JTkZ8rFPQTA","Devil's Martini",-111.93,33.4961,"Scottsdale",37,2.80645161290323,3.03225806451613
"286","JhupPnWfNlMJivnWB5druA","AZ 88",-111.924,33.4923,"Scottsdale",425,6.21866666666667,4.00533333333333
"287","cpjNtM6Hzs3YjTBFEFcL-Q","Scottsdale Mondrian",-111.924,33.4945,"Scottsdale",41,3.84848484848485,2.36363636363636
"288","E7nk0lC317pGxMX56gvaVQ","Bungalow Bar & Grill",-111.926,33.4997,"Scottsdale",161,4.89830508474576,3.4406779661017
"289","OFBJtqWGSx6n6CchtVmoRw","Delux",-112.015,33.5101,"Phoenix",650,5.61623616236162,3.98892988929889
"290","n6Zz_KdxcUou8b2MSoz2tw","Eli's American Grille",-111.93,33.5826,"Scottsdale",67,4.82142857142857,3.67857142857143
"291","YI96mMSf2GxXq7aFHLHx3g","Vino Lounge",-111.93,33.5826,"Scottsdale",10,11,4
"292","EWMwV5V9BxNs_U6nNVMeqw","FEZ",-112.073,33.4917,"Phoenix",1117,5.73949579831933,4.13445378151261
"293","Tz7Miv7gbqhLF9OrL6V6tw","Magnum's Cigars Wine & Liquor",-112.065,33.6537,"Phoenix",63,5.15789473684211,4.73684210526316
"294","mHZXq1c6j1b5bKXTxKJ-pA","Pussycat Lounge",-111.922,33.5016,"Scottsdale",56,1.66666666666667,3.33333333333333
"295","w5XcgWwGAN21Ly2HeU48IQ","Sauce Pizza & WIne",-112.064,33.539,"Phoenix",86,4.14285714285714,3.71428571428571
"296","RHu3ttXpLRWkhrlo7-xdBg","Grand Avenue Tavern",-112.112,33.4762,"Phoenix",14,11.8333333333333,4.33333333333333
"297","yc5AH9H71xJidA_J2mChLA","Rosie McCaffrey's",-112.062,33.5095,"Phoenix",223,4.46875,3.69791666666667
"298","AFx48YCp7n7dn-AXp71zAw","Tapino Kitchen & Wine Bar",-111.93,33.5826,"Scottsdale",32,8.4375,4
"299","zmFc8M-hS4uuyY0hklIpoQ","Carly's Bistro",-112.071,33.4587,"Phoenix",298,5.17460317460317,3.77777777777778
"300","DjdA1xbHki_lopCSxf-Egg","Greasewood Flat",-111.846,33.7321,"Scottsdale",116,2.95555555555556,4.13333333333333
"301","L7_-U4QPJBYxEpD0BdT4Pw","Cook N Jacks",-111.929,33.4951,"Scottsdale",4,0.5,2
"302","6nseTZb6WrGWcithRThfag","Padre's Modern Mexican Cuisine",-112.059,33.5093,"Phoenix",140,6.06349206349206,3.88888888888889
"303","UL3OMN_c-NXHlyb97pDifA","Yard House",-111.929,33.5025,"Scottsdale",284,3.94915254237288,3.51694915254237
"304","Edj0quZE5k1WcAtf883j6w","Shady's",-112.024,33.4947,"Phoenix",158,3.61904761904762,4.12698412698413
"305","uVbt9dOe6qJgBBI4_XsXRA","Fleming's Prime Steakhouse & Wine Bar",-111.889,33.6743,"North Scottsdale",106,6.04166666666667,3.9375
"306","ADWYOcE1GCVcyF97OUkaGg","Red Owl Sports Grill",-111.893,33.4214,"Tempe",6,1.5,4.5
"307","OwHqwmHwswArpv3m3dlw_Q","Burger Betty's",-112.064,33.5113,"Phoenix",5,-0.5,2
"308","bcBMAa0UQpNLFvvdZ4dxtQ","BS West",-111.927,33.4978,"Scottsdale",70,0.607142857142857,3.57142857142857
"309","4tATdfQafdn2CBzxKQxVqw","E Lounge",-112.083,33.4998,"Phoenix",3,13,3
"310","VFjeCLwVMguUNWH-DeOgyw","Fox News Sky Box",-111.994,33.4347,"Phoenix",35,1.35294117647059,2.58823529411765
"311","kPh2gPvd8moVx6gNf2iHsA","Taberna del Tequila",-112.026,33.4396,"Phoenix",38,0.235294117647059,2.11764705882353
"312","Q_jHqufNoxdlgCtLbqrpsA","Big Bang - Dueling Piano Bar",-111.94,33.4253,"Tempe",163,3.93650793650794,3.98412698412698
"313","6xCGyy7exgjPcGCsCMCbKw","Drinx",-111.923,33.4997,"Scottsdale",4,6,3.5
"314","9BJ5h9X1krpXFjKj0a6wbg","Dick's Hideaway",-112.048,33.5243,"Phoenix",420,4.03977272727273,4.25
"315","oaakO-X7uOXNxqsxjDSKfg","Half Moon Sports Grill",-112.037,33.5055,"Phoenix",140,4.29310344827586,3.36206896551724
"316","D7uAJToqGk1hQxfZDO5ijg","Belvedere American Bar & Grill",-111.989,33.4531,"Phoenix",16,2.85714285714286,3.28571428571429
"317","UScgPn6pIHuOmQJTsZQIOg","Corbin Bar & Grill",-112.073,33.5638,"Phoenix",147,4.90140845070423,4.01408450704225
"318","-yxfBYGB6SEqszmxJxd97A","Quiessence Restaurant",-112.013,33.3907,"Phoenix",142,6.75,3.5625
"319","LU0HLP1acjTO1fyjEigbpw","Red Onion Lounge & Restaurant",-112.031,33.6228,"Phoenix",37,4.53846153846154,3.07692307692308
"320","wHS4_jf6jcJnZ9TAOtcGpw","Barwinkles",-112.187,33.6261,"Glendale",3,4,2
"321","7cP7WFmWiTVh-raIL3N_Vw","The Roosevelt",-112.07,33.4572,"Phoenix",221,5.51685393258427,4.03370786516854
"322","yhqNXuxKVQ1-ngZD7dWcmg","Two Glass Eyes Sports Grill",-111.908,33.3774,"Tempe",3,1.5,2.5
"323","GikgHUUW1L7Nut6Xp0PaTw","Latitude 30",-111.97,33.3759,"Phoenix",4,9,4.5
"324","e3izESeW0BUx0s96FdSLag","Va Bene Italian Restaurant - Martini & Wine Bar",-111.981,33.304,"Phoenix",162,4.97101449275362,3.92753623188406
"325","FqzgT9Y-Yu7jiWdHnGW-kQ","The Vig",-111.995,33.4945,"Phoenix",459,5.26455026455026,3.84126984126984
"326","KwGQqUCpHHhOhVqyOL2QTA","Jackrabbit Supper Club",-111.923,33.4979,"Scottsdale",18,2.14285714285714,2.14285714285714
"327","_SWb6l-M_ohosfSmet3e1w","Buffalo Wild Wings",-112.346,33.4638,"Goodyear",94,1.81395348837209,3.06976744186047
"328","hsOnzcy8mFbUvIWFC1agoQ","Sandbar",-111.928,33.5777,"Scottsdale",44,1.52631578947368,2.94736842105263
"329","W7xb2iS4cYL14Yi5LOGSkA","Bison Witches Bar & Deli",-111.938,33.424,"Tempe",127,3.50847457627119,3.05084745762712
"330","noLH_u4MJzfXYYHqcByjnA","Dubliner",-111.999,33.6119,"Phoenix",69,3,3.54838709677419
"331","ilJiRYZgxjrEu2iexKu-pQ","Loco Patron",-111.926,33.4978,"Scottsdale",177,3.26923076923077,3.48717948717949
"332","U-0hMfagGtjYZCYB1i0WNw","Blitz Sports Bar & Grill",-111.928,33.4971,"Scottsdale",65,2.96153846153846,2.69230769230769
"333","77tMP3nG9TH0rrhf6G4g6A","Lager Fields' Micropub and Grill",-112.01,33.6422,"Phoenix",6,2.66666666666667,2.66666666666667
"334","AxyWLgtC_MR8Y8i8YqtWHg","E4",-111.924,33.4982,"Scottsdale",18,1.77777777777778,2.44444444444444
"335","o9nCXNC14VScabiy2bftgw","Tilted Kilt Pub & Eatery",-111.929,33.6382,"Scottsdale",93,3.25,2.97222222222222
"336","gj0TXVTQzU8xn6Atx7IYwA","Mardi Gras Bar and Grill",-111.907,33.4661,"Scottsdale",12,6.4,3
"337","cXx-fHY11Se8rFHkkUeaUg","16th Street Sports Bar & Grill",-112.048,33.5318,"Phoenix",46,3.375,3.875
"338","p_cnKPQBqNwhKsLHSmKKKA","Burn Nightclub",-112.072,33.4484,"Phoenix",8,-0.25,3.5
"339","irNhzcao8kH6XkNeE916zA","Fusion Restaurant and Lounge",-111.923,33.5017,"Scottsdale",6,4.5,4
"340","WNy1uzcmm_UHmTyR--o5IA","Cornish Pasty Company",-111.951,33.4227,"Tempe",1033,4.72,4.36941176470588
"341","YWDfUAPwScdW_9GmGskkZg","Coppers Sports Grill",-111.982,33.64,"Phoenix",3,-2,4
"342","axNlxFkTSFqivM_k36k0BA","Chaser's Nightclub",-111.908,33.4577,"Scottsdale",16,3.33333333333333,3.5
"343","88zj5V7vOwrvdNjYushUvA","Maloney's on Shea",-111.894,33.5821,"Scottsdale",3,2.5,2.5
"344","xVaPo0y0qTnkglMGaFYaWQ","DJ's of Scottsdale",-111.923,33.4997,"Scottsdale",39,3.70588235294118,4
"345","r9sGMJ084n4IS9eGmlCKjg","Feeney's Restaurant and Bar",-112.057,33.53,"Phoenix",124,5.50877192982456,4.01754385964912
"346","G05ZBbJG1anbt7sOE4GjgA","Regal Beagle",-111.947,33.3038,"Chandler",9,2,3.5
"347","BD74uSwDe175zEqfppDRvg","Valle Luna",-112.031,33.6329,"Phoenix",155,3.02985074626866,3.77611940298507
"348","y8XIzVLegx1UJ0ON1IpWmw","The Coconut Club",-111.94,33.4259,"Tempe",3,0,1
"349","8cL7aJVKTYmLguzXEAS3Lw","Yard House",-111.969,33.6781,"Phoenix",242,5.18556701030928,3.79381443298969
"350","pQ3kRVmttsV1bHxuTf7TAg","The Lost Leaf",-112.068,33.4582,"Phoenix",279,3.10714285714286,4.21428571428571
"351","5U1ArcV-HXR5UlkdQx1a9A","Cherry Lounge and Pit",-111.94,33.4262,"Tempe",20,1.77777777777778,1.77777777777778
"352","OQshbYutpgM8LcBK4mbFdw","Indigo Joe's",-111.789,33.3775,"Gilbert",4,3.5,3.5
"353","xmjv8g356v8Qo55ICjG8rg","CK's Tavern & Grill",-111.993,33.3058,"Phoenix",134,4.04761904761905,4.14285714285714
"354","_bSdZgx6OuvkfIdudGKwGg","Coyote Alley",-112.422,33.6402,"Surprise",7,4,3.5
"355","GpM75HH17EN6T8-Zoz93AA","Newsroom Lounge",-112.073,33.4535,"Phoenix",4,4,5
"356","qUUs7IIytYWyWlWXH7Rz-w","Hurricane Bay",-112.148,33.6387,"Phoenix",37,4.14285714285714,3
"357","Vtx0VYkybAd71fzwgaoQ8g","The Skeptical Chymist",-111.891,33.6281,"Scottsdale",233,4.26086956521739,3.6195652173913
"358","X7r9ogduV4JAaO_20nkZgg","Skybar",-111.924,33.4945,"Scottsdale",15,3.66666666666667,3.5
"359","UzwmwWbLyxInwNZZlZAf_A","Z Girl Club",-112.083,33.4987,"Phoenix",14,3.16666666666667,2.16666666666667
"360","eltBRxiy9QlXA8QwgoyZgA","The Silver Pony",-112.083,33.3636,"Phoenix",15,6.2,4
"361","Umg9N8SFHm_B53uetHH8JA","Hail Mary's On Priest",-111.961,33.4129,"Tempe",22,4.55555555555556,2.77777777777778
"362","vMeO4qFGHvu8ZyMsH0LDdw","Boston's Restaurant & Sports Bar",-111.945,33.4222,"Tempe",68,3.375,2.6875
"363","wJ-JsU531VcSKta0oFh15Q","D'Vine Bistro & Wine Bar",-111.683,33.4678,"Mesa",85,6.30555555555556,4.13888888888889
"364","yPpPJyAF8pciHnhTF-C38w","Homme",-112.077,33.5096,"Phoenix",23,2.2,3.8
"365","yGmdo1ENajB98iryHGoWFw","Monkey Pants Bar & Grill",-111.939,33.3941,"Tempe",115,3.8,3.44444444444444
"366","DmO9vsVgGwwu7QdZPoi6xA","Mamacita's Cantina",-111.936,33.4223,"Tempe",3,1,1
"367","bfDQai9X59uWK-XgP0t6rA","Dos Gringos",-111.964,33.3442,"Tempe",80,3.82352941176471,3.32352941176471
"368","ch10Snl3LVdj75lYbpLkpg","Phase 54",-111.97,33.3206,"Chandler",11,-0.666666666666667,2.33333333333333
"369","hzPO52uPWe9FfPuFd0mCGg","Backstreet Wine Salon",-112.004,33.4952,"Phoenix",6,8,3
"370","n_wZriiakBT7sVn87dpcEA","Pappy's Sports Bar & Grill",-112.099,33.5936,"Phoenix",10,1.33333333333333,4
"371","raUkcnMB-0BTuNw8pAmV3g","The Clubhouse",-111.927,33.3924,"Scottsdale",4,1,2.5
"372","drqCrnSqtGffJ1z60aWkxg","Tilted Kilt Pub & Eatery",-111.949,33.3349,"Tempe",88,3.375,3.25
"373","IkJGALk6OvASIiFLkuTIDg","Skippy's Grill & Cantina",-111.687,33.2324,"Queen Creek",27,4.54545454545455,4.09090909090909
"374","EyXFPk2jyuLIHidI7jNsLw","Gallopin' Goose Saloon and Grill",-111.525,32.9597,"Coolidge",3,2,5
"375","55seKyxRWUmHC1s52xk45g","Gallagher's",-112.011,33.3782,"Phoenix",85,2.86486486486486,2.86486486486486
"376","L1ymPhPjisiSD6RI1NtnQg","Grazie Pizzeria Winebar",-112.513,33.4959,"Buckeye",55,4.18518518518519,3.62962962962963
"377","AuMz7XGkjLcIUurp_AD51w","The Rock",-112.083,33.4957,"Phoenix",37,2.71428571428571,3.5
"378","1gRxYjqIRtQPGQTUr-5gLQ","Stingers Sports Bar",-112.152,33.5791,"Glendale",16,2.2,4
"379","d_gczuhu8T-J0CT9JMb5PA","The Monastery Mesa",-111.728,33.4522,"Mesa",73,3.32142857142857,3.42857142857143
"380","yMhjh0ASFZscz0QlLxAj0w","Native Grill & Wings",-111.687,33.2331,"Queen Creek",22,1.83333333333333,2.83333333333333
"381","CH116u4TyXGaTaKFnliASA","Applebee's",-112.26,33.5521,"Glendale",29,2.90909090909091,3
"382","fgVwzwERnAicqg38PawxsA","Applebee's",-112.11,33.7107,"Phoenix",24,1.77777777777778,2.66666666666667
"383","7TMf1NuuAdvhG7IojZSKnw","Zipps Sports Grill",-111.91,33.3213,"Chandler",112,3.20454545454545,3.38636363636364
"384","3-zvo4Y_Bagw6Yifvh1TPg","Enotria Land of Wine",-111.93,33.6557,"Phoenix",9,3.2,2.4
"385","sDozh6iTylTJD26d7xcgGw","The Tavern On Mill",-111.941,33.4267,"Tempe",107,3.21276595744681,3.4468085106383
"386","fTPnW0kCE4oQd9yyndrMbQ","Spuds Bar & Grill",-112.136,33.5532,"Phoenix",7,5,3.33333333333333
"387","z3zcsnK26QhC7TqDX73zvA","Black Angus Steakhouse",-112.117,33.5777,"Phoenix",54,3,3.26086956521739
"388","ESZbVYzcM53NOWj2hVE-Ag","Uncorked Wine Bar & Bistro",-111.924,33.6354,"Scottsdale",74,6.06451612903226,3.64516129032258
"389","eUmyEXmaBJO8PTtKooko4Q","Applebee's",-111.689,33.3223,"Higley",34,2.35714285714286,2.5
"390","NlxvN9wUw14qIS6ledk15Q","Oggi's Sports I Brewhouse I Pizza",-112.202,33.6665,"Glendale",97,3.44444444444444,3.22222222222222
"391","uyg5_fHXJe837GXd-4yiSQ","Native Grill & Wings",-112.046,33.0721,"Maricopa",62,1.54166666666667,2.75
"392","V2isTBBfO0NgLzXO9oq1Mg","Sol Y Sombra",-111.91,33.5196,"Scottsdale",39,10.2222222222222,4.11111111111111
"393","AMwr-IwwaamJ2l3Z8yce6Q","Zipps Sports Grill",-111.785,33.3352,"Gilbert",94,3.63636363636364,3.22727272727273
"394","O-kpr-VG03MGOcnHaq_1Yg","La Vigne",-111.977,33.3197,"Phoenix",5,8.33333333333333,3.66666666666667
"395","ipNveHQxPlRmgSe9CSt9dw","Fort Mcdowell Casino",-111.68,33.5823,"Fountain Hills",62,2.12,2.48
"396","PdWe3jF9YEu5fWBiQXZIgg","Dave & Buster's",-111.997,33.6914,"Phoenix",107,2.57777777777778,2.86666666666667
"397","Hd6Kh_BcorPhCWVn6pMu4Q","Zipps Sports Grill",-111.865,33.6135,"Scottsdale",102,4.58536585365854,3.51219512195122
"398","S9LX8EtUHooCWGIGmrHUSg","Down Under Wines",-111.9,33.3056,"Chandler",3,12,4.5
"399","3QhPvyen9kSiAxduT8g3bQ","Rare Earth",-111.843,33.7421,"Scottsdale",63,5.85714285714286,3.71428571428571
"400","qf3yb-SxTe0rbrZ98tdw5A","Dog Run Saloon",-111.549,33.4227,"Apache Junction",6,7,4.5
"401","vkQDObdBffLtHxJ_s8rgOQ","Molly Brannigans",-111.756,33.3805,"Mesa",9,7,3.5
"402","MBFTTrEAQJaGliiMSkTe7A","Jackrabbit Lounge",-111.923,33.4979,"Scottsdale",13,3,3.5
"403","6dB7ZoMKYIMH-8r2c-I4fA","Native New Yorker",-112.367,33.6512,"Surprise",3,4,2
"404","0hZLn2MG_mRPoyrt66JnLQ","Lucky Lou's",-111.684,33.4505,"Mesa",47,5,4.14285714285714
"405","KX2a8kX4nt2j7D5MqrGLtg","Zorba's",-111.86,33.3345,"Chandler",40,4.75,3.1875
"406","bSwjTjJhcfJY0rMY7J6Mbg","The Curve On Peoria Bar & Grill",-112.241,33.5812,"Peoria",3,3,5
"407","1sNep66xroh2ILUrDv9BxA","O' Kelley's",-111.879,33.3646,"Mesa",27,3.41666666666667,3.41666666666667
"408","BXnIedddKEcfuDAm4_7yXQ","Dirty Harry's",-111.751,33.415,"Mesa",7,5.33333333333333,4.33333333333333
"409","wI0Q_gUjXFBfBPNb6V9fHw","Steel Horse Saloon",-112.099,33.6438,"Phoenix",8,2.5,5
"410","Iup_trO5wBDrkv9YjlU54w","Rogue West",-112.136,33.5528,"Phoenix",20,1,4.33333333333333
"411","wrkErbl0Pi4mszqdqQ8_8g","The Office Bar and Grill",-111.83,33.5841,"Scottsdale",41,5,3.70588235294118
"412","7_7fxuG9ESAFmx-AiMsJHg","Bar Smith",-112.072,33.4486,"Phoenix",105,3.06818181818182,3.36363636363636
"413","UCid2Tas6K4SB9sHO9gQ8w","Elephant Bar Restaurant",-111.901,33.3052,"Chandler",150,3.36507936507937,3.17460317460317
"414","4xofmDvGh2aD8Lgd0PH8GQ","Earl's",-111.893,33.6471,"Scottsdale",37,4.3125,2.875
"415","bmtANWh8OrAB-QflXwI0xA","Sliders American Grill",-112.069,33.4463,"Phoenix",35,0.846153846153846,2.15384615384615
"416","zENkQ3CGMkANafH0jwIn_A","Baseline Pub",-111.906,33.3779,"Tempe",25,2.75,4
